SubNo,Chapter,Level,PassedFlag,TimeSpent
35,3,2,1,894.133422851562
35,3,3,0,411.639892578125
36,1,1,1,21.0165843963623
36,1,2,1,68.5338516235352
36,1,3,1,33.4161529541016
36,1,4,1,10.783371925354
36,2,1,1,227.547622680664
36,2,2,1,53.5172080993652
36,2,3,1,23.0664901733398
36,2,4,1,155.840881347656
36,2,5,1,37.0830917358398
36,3,1,1,160.924224853516
36,3,2,1,269.102691650391
36,3,3,1,99.430290222168
37,1,1,1,33.3829154968262
37,1,2,1,260.398284912109
37,1,3,1,24.7996864318848
37,1,4,1,11.7167367935181
37,2,1,1,309.205108642578
37,2,2,1,28.3662242889404
37,2,3,1,28.6330585479736
37,2,4,1,209.834564208984
37,2,5,1,97.3306198120117
37,3,1,1,180.020645141602
37,3,2,1,86.2985000610352
37,3,3,1,1281.45007324219
38,1,1,1,22.3832092285156
38,1,2,1,409.805297851562
38,1,3,1,27.4829864501953
38,1,4,1,11.1668825149536
38,2,1,1,721.505126953125
38,2,2,1,46.1335678100586
38,2,3,1,29.216365814209
38,2,4,1,300.151916503906
38,2,5,1,639.858581542969
38,3,1,1,432.052185058594
38,3,2,1,163.623123168945
38,3,3,0,1206.51330566406
39,1,1,1,12.7499942779541
39,1,2,1,215.249435424805
39,1,3,1,24.9497871398926
39,1,4,1,4.56677532196045
39,2,1,1,1690.58093261719
39,2,2,1,36.3330154418945
39,2,3,1,15.5500030517578
39,2,4,1,96.5306701660156
39,2,5,1,46.3668022155762
39,3,1,1,252.361740112305
39,3,2,1,932.054870605469
39,3,3,1,405.553527832031
40,1,1,1,25.4664154052734
40,1,2,1,90.8314590454102
40,1,3,1,49.8005447387695
40,1,4,1,12.933482170105
40,2,1,1,255.645309448242
40,2,2,1,22.9165458679199
40,2,3,1,16.4331932067871
40,2,4,1,74.733039855957
40,2,5,1,459.936767578125
40,3,1,1,134.859237670898
40,3,2,1,317.560729980469
40,3,3,1,474.348876953125
41,1,1,1,68.76708984375
41,1,2,1,236.680267333984
41,1,3,1,36.3163528442383
41,1,4,1,5.49993562698364
41,2,1,1,1140.24279785156
41,2,2,1,122.510780334473
41,2,3,1,27.0662269592285
41,2,4,1,156.390075683594
41,2,5,1,19.5665836334229
41,3,1,1,73.9330215454102
41,3,2,1,166.521896362305
41,3,3,1,74.1998672485352
42,1,1,1,30.8496494293213
42,1,2,1,361.601043701172
42,1,3,1,38.5497589111328
42,1,4,1,16.3166999816895
42,2,1,1,1001.70098876953
42,2,2,1,37.649772644043
42,2,3,1,66.9339599609375
42,2,4,1,93.7977447509766
42,2,5,1,134.093276977539
42,3,1,1,100.42992401123
42,3,2,1,454.78564453125
42,3,3,1,545.14794921875
43,1,1,1,15.6834306716919
43,1,2,1,120.627899169922
43,1,3,1,21.9165363311768
43,1,4,1,16.3166160583496
43,2,1,1,536.276489257812
43,2,2,1,32.7329559326172
43,2,3,1,79.6158447265625
43,2,4,1,187.752731323242
43,2,5,1,93.2809219360352
43,3,1,1,168.954940795898
43,3,2,1,263.132080078125
43,3,3,1,413.078125
44,1,1,1,52.9503326416016
44,1,2,1,328.583190917969
44,1,3,1,17.2833232879639
44,1,4,1,11.9500293731689
44,2,1,1,416.695343017578
44,2,2,1,37.733039855957
44,2,3,1,17.3833465576172
44,2,4,1,158.140060424805
44,2,5,1,55.23388671875
44,3,1,1,240.164566040039
44,3,2,1,380.843017578125
44,3,3,1,40.6998596191406
45,1,1,1,15.7833757400513
45,1,2,1,71.6834259033203
45,1,3,1,17.8500423431396
45,1,4,1,8.43343734741211
45,2,1,1,1230.55151367188
45,2,2,1,44.5001182556152
45,2,3,1,23.1831874847412
45,2,4,1,165.222747802734
45,2,5,1,47.13330078125
45,3,1,1,142.341888427734
45,3,2,1,145.124603271484
45,3,3,1,455.520874023438
46,1,1,1,13.9333934783936
46,1,2,1,169.855331420898
46,1,3,1,18.3000259399414
46,1,4,1,10.0334100723267
46,2,1,1,111.062454223633
46,2,2,1,23.1164035797119
46,2,3,1,23.4332389831543
46,2,4,1,120.444198608398
46,2,5,1,78.7660827636719
46,3,1,1,65.9174652099609
46,3,2,1,123.461250305176
46,3,3,1,61.4676284790039
47,1,1,1,17.6333465576172
47,1,2,1,385.575653076172
47,1,3,1,48.367244720459
47,1,4,1,9.15005207061768
47,2,1,1,1322.94738769531
47,2,2,1,27.0829887390137
47,2,3,1,18.4333419799805
47,2,4,1,126.893913269043
47,2,5,1,38.7831993103027
47,3,1,1,78.9327850341797
47,3,2,1,367.737854003906
47,3,3,1,115.228446960449
48,1,1,1,14.8000736236572
48,1,2,1,257.445434570312
48,1,3,1,31.616268157959
48,1,4,1,10.8834285736084
48,2,1,1,1408.85705566406
48,2,2,1,45.4335632324219
48,2,3,1,19.4999408721924
48,2,4,1,265.482879638672
48,2,5,1,81.2992782592773
48,3,1,1,181.087127685547
48,3,2,1,103.096397399902
48,3,3,1,335.638000488281
49,1,1,1,75.9495468139648
49,1,2,1,188.96955871582
49,1,3,1,35.8995933532715
49,1,4,1,21.8498840332031
49,2,1,1,682.878601074219
49,2,2,1,45.33349609375
49,2,3,1,25.6329879760742
49,2,4,1,95.4471969604492
49,2,5,1,382.096496582031
49,3,1,1,170.172149658203
49,3,2,1,437.543060302734
49,3,3,1,213.0498046875
50,1,1,1,11.9333553314209
50,1,2,1,293.051208496094
50,1,3,1,18.7831878662109
50,1,4,1,6.36667680740356
50,2,1,1,357.448211669922
50,2,2,1,56.1340751647949
50,2,3,1,50.6338195800781
50,2,4,1,417.011444091797
50,2,5,1,62.6675872802734
50,3,1,1,69.6837387084961
50,3,2,1,631.670654296875
50,3,3,1,337.173461914062
51,1,1,1,14.4834318161011
51,1,2,1,59.6841316223145
51,1,3,1,18.6665458679199
51,1,4,1,12.216757774353
51,2,1,1,276.189147949219
51,2,2,1,31.9328269958496
51,2,3,1,21.8832874298096
51,2,4,1,435.704986572266
51,2,5,1,105.146125793457
51,3,1,1,67.167121887207
51,3,2,1,88.9646530151367
51,3,3,1,210.033493041992
52,1,1,1,15.3500556945801
52,1,2,1,17.8833427429199
52,1,3,1,28.616325378418
52,1,4,1,8.86665439605713
52,2,1,1,142.925384521484
52,2,2,1,26.8330631256104
52,2,3,1,34.4662628173828
52,2,4,1,41.7333717346191
52,2,5,1,42.2332954406738
52,3,1,1,98.0639190673828
52,3,2,1,334.903045654297
52,3,3,1,377.325897216797
53,1,1,1,21.6333160400391
53,1,2,1,58.1506462097168
53,1,3,1,17.0000190734863
53,1,4,1,13.8666400909424
53,2,1,1,823.688598632812
53,2,2,1,30.6494960784912
53,2,3,1,31.5661678314209
53,2,4,1,71.7167510986328
53,2,5,1,47.3335075378418
53,3,1,1,116.911506652832
53,3,2,1,227.848480224609
53,3,3,1,220.400253295898
54,1,1,1,72.8834381103516
54,1,2,1,322.581787109375
54,1,3,1,23.0998497009277
54,1,4,1,10.4000062942505
54,2,1,1,775.119018554688
54,2,2,1,41.833366394043
54,2,3,1,30.6828918457031
54,2,4,1,223.165069580078
54,2,5,1,666.301147460938
54,3,1,1,82.8487701416016
54,3,2,1,322.997131347656
54,3,3,1,379.575164794922
55,1,1,1,10.933313369751
55,1,2,1,289.743865966797
55,1,3,1,31.316234588623
55,1,4,1,20.5164585113525
55,2,1,1,588.155151367188
55,2,2,1,34.5662841796875
55,2,3,1,13.2666645050049
55,2,4,1,337.486755371094
55,2,5,1,55.834098815918
55,3,1,1,190.086196899414
55,3,2,1,215.982360839844
55,3,3,1,185.154693603516
56,1,1,1,33.6830062866211
56,1,2,1,77.2993850708008
56,1,3,1,33.7329368591309
56,1,4,1,14.3334159851074
56,2,1,1,886.517211914062
56,2,2,1,34.2662696838379
56,2,3,1,20.0332260131836
56,2,4,1,254.444519042969
56,2,5,1,67.7503967285156
56,3,1,1,90.8646926879883
56,3,2,1,494.735626220703
56,3,3,1,97.7138519287109
57,1,1,1,93.8310775756836
57,1,2,1,201.817108154297
57,1,3,1,64.5842895507812
57,1,4,1,16.9499931335449
57,2,1,1,192.969314575195
57,2,2,1,85.8483963012695
57,2,3,1,52.583740234375
57,2,4,1,104.079887390137
57,2,5,1,44.2832908630371
57,3,1,1,120.843795776367
57,3,2,1,176.704406738281
57,3,3,1,293.515228271484
58,1,1,1,28.1497917175293
58,1,2,1,48.3169898986816
58,1,3,1,21.816478729248
58,1,4,1,8.58345794677734
58,2,1,1,185.22021484375
58,2,2,1,28.3329658508301
58,2,3,1,17.8333015441895
58,2,4,1,131.693084716797
58,2,5,1,157.290588378906
58,3,1,1,93.6475982666016
58,3,2,1,171.470993041992
58,3,3,1,269.101196289062
59,1,1,1,27.3494834899902
59,1,2,1,153.057891845703
59,1,3,1,29.0662937164307
59,1,4,1,8.68331909179688
59,2,1,1,309.106964111328
59,2,2,1,28.0329856872559
59,2,3,1,16.6000118255615
59,2,4,1,153.373901367188
59,2,5,1,29.4996395111084
59,3,1,1,118.094581604004
59,3,2,1,286.77685546875
59,3,3,1,88.7145004272461
60,1,1,1,13.5834131240845
60,1,2,1,335.958618164062
60,1,3,1,52.6170921325684
60,1,4,1,10.8167352676392
60,2,1,1,392.950286865234
60,2,2,1,44.0167503356934
60,2,3,1,15.6167345046997
60,2,4,1,488.17138671875
60,2,5,1,280.727264404297
60,3,1,1,124.694000244141
60,3,2,1,385.682037353516
60,3,3,1,368.909454345703
61,1,1,1,93.3140411376953
61,1,2,1,211.550338745117
61,1,3,1,58.2507514953613
61,1,4,1,132.610168457031
61,2,1,1,1228.037109375
61,2,2,1,58.4340476989746
61,2,3,1,18.2999439239502
61,2,4,1,173.504486083984
61,2,5,1,45.0334625244141
61,3,1,1,117.811340332031
61,3,2,1,350.480438232422
61,3,3,1,311.925262451172
62,1,1,1,25.733081817627
62,1,2,1,93.5809326171875
62,1,3,1,21.9330940246582
62,1,4,1,18.5332107543945
62,2,1,1,558.80615234375
62,2,2,1,41.2995223999023
62,2,3,1,30.8824939727783
62,2,4,1,310.775848388672
62,2,5,1,37.4163055419922
62,3,1,1,210.383361816406
62,3,2,1,461.614990234375
62,3,3,0,1130.208984375
63,1,1,1,17.433235168457
63,1,2,1,63.5842361450195
63,1,3,1,18.8332500457764
63,1,4,1,9.13339233398438
63,2,1,1,372.09375
63,2,2,1,24.200023651123
63,2,3,1,27.2162780761719
63,2,4,1,773.384338378906
63,2,5,1,31.9661293029785
63,3,1,1,93.381103515625
63,3,2,1,336.171875
63,3,3,0,1372.50378417969
64,1,1,1,16.0501346588135
64,1,2,1,329.986022949219
64,1,3,1,23.2996845245361
64,1,4,1,12.6501026153564
64,2,1,1,252.177551269531
64,2,2,1,38.0498085021973
64,2,3,1,24.0831527709961
64,2,4,1,428.888000488281
64,2,5,1,136.042465209961
64,3,1,1,136.792053222656
64,3,2,1,51.367057800293
64,3,3,1,377.812042236328
